FeatureCode,DateCode,variable,value
S12000039,2012,Health,2.9
S12000040,2012,Health,2.8
S12000041,2012,Health,2.2
S12000042,2012,Health,2.1
S12000045,2012,Health,2.2
S12000047,2012,Health,1.6
S12000048,2012,Health,0.2
S92000003,2012,Health,2.2
S12000005,2014,Health,3.3
S12000006,2014,Health,2.1
S12000008,2014,Health,3
S12000010,2014,Health,2.4
S12000011,2014,Health,2.3
S12000013,2014,Health,2.8
S12000014,2014,Health,1.3
S12000017,2014,Health,2.4
S12000018,2014,Health,1.4
S12000019,2014,Health,1.1
S12000020,2014,Health,2.7
S12000021,2014,Health,2.6
S12000023,2014,Health,3
S12000026,2014,Health,2.8
S12000027,2014,Health,1.7
S12000028,2014,Health,2.2
S12000029,2014,Health,1.6
S12000030,2014,Health,2.8
S12000033,2014,Health,0.5
S12000034,2014,Health,2.1
S12000035,2014,Health,4.2
S12000036,2014,Health,1.5
S12000038,2014,Health,1.9
S12000039,2014,Health,3.3
S12000040,2014,Health,2
S12000041,2014,Health,1.2
S12000042,2014,Health,1.8
S12000045,2014,Health,1.1
S12000047,2014,Health,2.3
S12000048,2014,Health,2.2
S92000003,2014,Health,2
S12000005,2015,Health,1.8
S12000006,2015,Health,1.6
S12000008,2015,Health,3.4
S12000010,2015,Health,1.3
S12000011,2015,Health,2
S12000013,2015,Health,2.9
S12000014,2015,Health,1.5
S12000017,2015,Health,2.3
S12000018,2015,Health,2.7
S12000019,2015,Health,1.4
S12000020,2015,Health,3
S12000021,2015,Health,2
S12000023,2015,Health,2.2
S12000026,2015,Health,2.1
S12000027,2015,Health,1.9
S12000028,2015,Health,3.4
S12000029,2015,Health,1.3
S12000030,2015,Health,5.7
S12000033,2015,Health,1.8
S12000034,2015,Health,1.6
S12000035,2015,Health,2.7
S12000036,2015,Health,1.1
S12000038,2015,Health,2.6
S12000039,2015,Health,1.1
S12000040,2015,Health,0.9
S12000041,2015,Health,2
S12000042,2015,Health,2.5
S12000045,2015,Health,1.1
S12000047,2015,Health,2.7
S12000048,2015,Health,3.6
S92000003,2015,Health,2
S12000005,2016,Health,3.8
S12000006,2016,Health,1.1
S12000008,2016,Health,2.8
S12000010,2016,Health,1.9
S12000011,2016,Health,2.2
S12000013,2016,Health,2.5
S12000014,2016,Health,4.8
S12000017,2016,Health,1.9
S12000018,2016,Health,2.3
S12000019,2016,Health,4.1
S12000020,2016,Health,2.4
S12000021,2016,Health,4.6
S12000023,2016,Health,2.7
S12000026,2016,Health,1.8
S12000027,2016,Health,2.6
S12000028,2016,Health,1.1
S12000029,2016,Health,2.3
S12000030,2016,Health,0.5
S12000033,2016,Health,2.7
S12000034,2016,Health,3
S12000035,2016,Health,0.3
S12000036,2016,Health,1.8
S12000038,2016,Health,2.8
S12000039,2016,Health,0
S12000040,2016,Health,0.5
S12000041,2016,Health,2.2
S12000042,2016,Health,1.7
S12000045,2016,Health,2.5
S12000047,2016,Health,2
S12000048,2016,Health,0.9
S92000003,2016,Health,2.1
S12000005,2017,Health,5.6
S12000006,2017,Health,3.1
S12000008,2017,Health,2.7
S12000010,2017,Health,3.1
S12000011,2017,Health,2.4
S12000013,2017,Health,1.1
S12000014,2017,Health,1.3
S12000017,2017,Health,2.2
S12000018,2017,Health,2.9
S12000019,2017,Health,1.5
S12000020,2017,Health,2.8
S12000021,2017,Health,4.2
S12000023,2017,Health,1
S12000026,2017,Health,1
S12000027,2017,Health,3.1
S12000028,2017,Health,2.8
S12000029,2017,Health,1.2
S12000030,2017,Health,3.4
S12000033,2017,Health,1.9
S12000034,2017,Health,4.1
S12000035,2017,Health,2.4
S12000036,2017,Health,1.3
S12000038,2017,Health,1.4
S12000039,2017,Health,1.9
S12000040,2017,Health,2.2
S12000041,2017,Health,2.6
S12000042,2017,Health,1
S12000045,2017,Health,2.3
S12000047,2017,Health,3.6
S12000048,2017,Health,5.2
S92000003,2017,Health,2.3
S12000005,2018,Health,2
S12000006,2018,Health,2
S12000008,2018,Health,2
S12000010,2018,Health,4
S12000011,2018,Health,2
S12000013,2018,Health,2
S12000014,2018,Health,1
S12000017,2018,Health,2
S12000018,2018,Health,3
S12000019,2018,Health,4
S12000020,2018,Health,3
S12000021,2018,Health,4
S12000023,2018,Health,3
S12000026,2018,Health,3
S12000027,2018,Health,1
S12000028,2018,Health,4
S12000029,2018,Health,4
S12000030,2018,Health,2
S12000033,2018,Health,2
S12000034,2018,Health,1
S12000035,2018,Health,1
S12000036,2018,Health,2
S12000038,2018,Health,3
S12000039,2018,Health,4
S12000040,2018,Health,2
S12000041,2018,Health,4
S12000042,2018,Health,2
S12000045,2018,Health,2
S12000047,2018,Health,2
S12000048,2018,Health,2
S92000003,2018,Health,2.5
S12000005,2019,Health,2
S12000006,2019,Health,4
S12000008,2019,Health,4
S12000010,2019,Health,2
S12000011,2019,Health,1
S12000013,2019,Health,2
S12000014,2019,Health,2
S12000017,2019,Health,2
S12000018,2019,Health,4
S12000019,2019,Health,2
S12000020,2019,Health,3
S12000021,2019,Health,2
S12000023,2019,Health,0
S12000026,2019,Health,4
S12000027,2019,Health,1
S12000028,2019,Health,1
S12000029,2019,Health,1
S12000030,2019,Health,2
S12000033,2019,Health,3
S12000034,2019,Health,1
S12000035,2019,Health,3
S12000036,2019,Health,1
S12000038,2019,Health,3
S12000039,2019,Health,1
S12000040,2019,Health,4
S12000041,2019,Health,2
S12000042,2019,Health,2
S12000045,2019,Health,4
S12000047,2019,Health,2
S12000048,2019,Health,1
S92000003,2019,Health,2.2
S12000050,2005,Health,2
S12000049,2005,Health,4
S12000050,2006,Health,NA
S12000049,2006,Health,NA
S12000050,2007,Health,2.7
S12000049,2007,Health,3.1
S12000050,2008,Health,NA
S12000049,2008,Health,NA
S12000050,2009,Health,3.9
S12000049,2009,Health,2.2
S12000050,2010,Health,NA
S12000049,2010,Health,NA
S12000050,2011,Health,NA
S12000049,2011,Health,NA
S12000050,2012,Health,2.5
S12000049,2012,Health,2.2
S12000050,2014,Health,2.7
S12000049,2014,Health,1.6
S12000050,2015,Health,1.5
S12000049,2015,Health,2.6
S12000050,2016,Health,1.7
S12000049,2016,Health,1.6
S12000050,2017,Health,2.4
S12000049,2017,Health,1.7
S12000050,2018,Health,2
S12000049,2018,Health,2
S12000050,2019,Health,2
S12000049,2019,Health,3
S12000005,2005,Shopping,20
S12000006,2005,Shopping,24
S12000008,2005,Shopping,17
S12000010,2005,Shopping,23
S12000011,2005,Shopping,12
S12000013,2005,Shopping,21
S12000014,2005,Shopping,26
S12000017,2005,Shopping,19
S12000018,2005,Shopping,27
S12000019,2005,Shopping,18
S12000020,2005,Shopping,18
S12000021,2005,Shopping,20
S12000023,2005,Shopping,21
S12000026,2005,Shopping,18
S12000027,2005,Shopping,22
S12000028,2005,Shopping,27
S12000029,2005,Shopping,22
S12000030,2005,Shopping,15
S12000033,2005,Shopping,20
S12000034,2005,Shopping,16
S12000035,2005,Shopping,22
S12000036,2005,Shopping,19
S12000038,2005,Shopping,23
S12000039,2005,Shopping,28
S12000040,2005,Shopping,23
S12000041,2005,Shopping,21
S12000042,2005,Shopping,22
S12000045,2005,Shopping,23
S12000047,2005,Shopping,21
S12000048,2005,Shopping,20
S12000005,2006,Shopping,NA
S12000006,2006,Shopping,NA
S12000008,2006,Shopping,NA
S12000010,2006,Shopping,NA
S12000011,2006,Shopping,NA
S12000013,2006,Shopping,NA
S12000014,2006,Shopping,NA
S12000017,2006,Shopping,NA
S12000018,2006,Shopping,NA
S12000019,2006,Shopping,NA
S12000020,2006,Shopping,NA
S12000021,2006,Shopping,NA
S12000023,2006,Shopping,NA
S12000026,2006,Shopping,NA
S12000027,2006,Shopping,NA
S12000028,2006,Shopping,NA
S12000029,2006,Shopping,NA
S12000030,2006,Shopping,NA
S12000033,2006,Shopping,NA
S12000034,2006,Shopping,NA
S12000035,2006,Shopping,NA
S12000036,2006,Shopping,NA
S12000038,2006,Shopping,NA
S12000039,2006,Shopping,NA
S12000040,2006,Shopping,NA
S12000041,2006,Shopping,NA
S12000042,2006,Shopping,NA
S12000045,2006,Shopping,NA
S12000047,2006,Shopping,NA
S12000048,2006,Shopping,NA
S12000005,2007,Shopping,24.1
S12000006,2007,Shopping,22.9
S12000008,2007,Shopping,21.9
S12000010,2007,Shopping,17.3
S12000011,2007,Shopping,20.5
S12000013,2007,Shopping,19.4
S12000014,2007,Shopping,22.5
S12000017,2007,Shopping,20.5
S12000018,2007,Shopping,20.1
S12000019,2007,Shopping,27
S12000020,2007,Shopping,19.5
S12000021,2007,Shopping,25.4
S12000023,2007,Shopping,16.4
S12000026,2007,Shopping,20.9
S12000027,2007,Shopping,19.2
S12000028,2007,Shopping,25.3
S12000029,2007,Shopping,25.5
S12000030,2007,Shopping,19.9
S12000033,2007,Shopping,21.2
S12000034,2007,Shopping,18.9
S12000035,2007,Shopping,23.8
S12000036,2007,Shopping,23.7
S12000038,2007,Shopping,22.6
S12000039,2007,Shopping,25.9
S12000040,2007,Shopping,23.4
S12000041,2007,Shopping,24.4
S12000042,2007,Shopping,21
S12000045,2007,Shopping,22.7
S12000047,2007,Shopping,25.2
S12000048,2007,Shopping,22.4
S92000003,2007,Shopping,23.1
S12000005,2008,Shopping,NA
S12000006,2008,Shopping,NA
S12000008,2008,Shopping,NA
S12000010,2008,Shopping,NA
S12000011,2008,Shopping,NA
S12000013,2008,Shopping,NA
S12000014,2008,Shopping,NA
S12000017,2008,Shopping,NA
S12000018,2008,Shopping,NA
S12000019,2008,Shopping,NA
S12000020,2008,Shopping,NA
S12000021,2008,Shopping,NA
S12000023,2008,Shopping,NA
S12000026,2008,Shopping,NA
S12000027,2008,Shopping,NA
S12000028,2008,Shopping,NA
S12000029,2008,Shopping,NA
S12000030,2008,Shopping,NA
S12000033,2008,Shopping,NA
S12000034,2008,Shopping,NA
S12000035,2008,Shopping,NA
S12000036,2008,Shopping,NA
S12000038,2008,Shopping,NA
S12000039,2008,Shopping,NA
S12000040,2008,Shopping,NA
S12000041,2008,Shopping,NA
S12000042,2008,Shopping,NA
S12000045,2008,Shopping,NA
S12000047,2008,Shopping,NA
S12000048,2008,Shopping,NA
S92000003,2008,Shopping,22.8
S12000005,2009,Shopping,18.6
S12000006,2009,Shopping,26.3
S12000008,2009,Shopping,27.1
S12000010,2009,Shopping,19.7
S12000011,2009,Shopping,20.8
S12000013,2009,Shopping,20.7
S12000014,2009,Shopping,22.9
S12000017,2009,Shopping,18.6
S12000018,2009,Shopping,21.1
S12000019,2009,Shopping,20
S12000020,2009,Shopping,16.8
S12000021,2009,Shopping,26.7
S12000023,2009,Shopping,23.4
S12000026,2009,Shopping,17.2
S12000027,2009,Shopping,12.8
S12000028,2009,Shopping,22
S12000029,2009,Shopping,24.4
S12000030,2009,Shopping,21.9
S12000033,2009,Shopping,21.3
S12000034,2009,Shopping,19.3
S12000035,2009,Shopping,21.9
S12000036,2009,Shopping,23.8
S12000038,2009,Shopping,24.8
S12000039,2009,Shopping,24.3
S12000040,2009,Shopping,23.8
S12000041,2009,Shopping,19.4
S12000042,2009,Shopping,24.5
S12000045,2009,Shopping,24.3
S12000047,2009,Shopping,28
S12000048,2009,Shopping,22.1
S92000003,2009,Shopping,23.1
S12000005,2010,Shopping,NA
S12000006,2010,Shopping,NA
S12000008,2010,Shopping,NA
S12000010,2010,Shopping,NA
S12000011,2010,Shopping,NA
S12000013,2010,Shopping,NA
S12000014,2010,Shopping,NA
S12000017,2010,Shopping,NA
S12000018,2010,Shopping,NA
S12000019,2010,Shopping,NA
S12000020,2010,Shopping,NA
S12000021,2010,Shopping,NA
S12000023,2010,Shopping,NA
S12000026,2010,Shopping,NA
S12000027,2010,Shopping,NA
S12000028,2010,Shopping,NA
S12000029,2010,Shopping,NA
S12000030,2010,Shopping,NA
S12000033,2010,Shopping,NA
S12000034,2010,Shopping,NA
S12000035,2010,Shopping,NA
S12000036,2010,Shopping,NA
S12000038,2010,Shopping,NA
S12000039,2010,Shopping,NA
S12000040,2010,Shopping,NA
S12000041,2010,Shopping,NA
S12000042,2010,Shopping,NA
S12000045,2010,Shopping,NA
S12000047,2010,Shopping,NA
S12000048,2010,Shopping,NA
S92000003,2010,Shopping,23.3
S12000005,2011,Shopping,NA
S12000006,2011,Shopping,NA
S12000008,2011,Shopping,NA
S12000010,2011,Shopping,NA
S12000011,2011,Shopping,NA
S12000013,2011,Shopping,NA
S12000014,2011,Shopping,NA
S12000017,2011,Shopping,NA
S12000018,2011,Shopping,NA
S12000019,2011,Shopping,NA
S12000020,2011,Shopping,NA
S12000021,2011,Shopping,NA
S12000023,2011,Shopping,NA
S12000026,2011,Shopping,NA
S12000027,2011,Shopping,NA
S12000028,2011,Shopping,NA
S12000029,2011,Shopping,NA
S12000030,2011,Shopping,NA
S12000033,2011,Shopping,NA
S12000034,2011,Shopping,NA
S12000035,2011,Shopping,NA
S12000036,2011,Shopping,NA
S12000038,2011,Shopping,NA
S12000039,2011,Shopping,NA
S12000040,2011,Shopping,NA
S12000041,2011,Shopping,NA
S12000042,2011,Shopping,NA
S12000045,2011,Shopping,NA
S12000047,2011,Shopping,NA
S12000048,2011,Shopping,NA
S92000003,2011,Shopping,NA
S12000005,2012,Shopping,29.5
S12000006,2012,Shopping,25.9
S12000008,2012,Shopping,21.7
S12000010,2012,Shopping,21
S12000011,2012,Shopping,21.7
S12000013,2012,Shopping,17.6
S12000014,2012,Shopping,24.5
S12000017,2012,Shopping,24
S12000018,2012,Shopping,25.2
S12000019,2012,Shopping,22.7
S12000020,2012,Shopping,21.9
S12000021,2012,Shopping,31.2
S12000023,2012,Shopping,24.6
S12000026,2012,Shopping,22.6
S12000027,2012,Shopping,15.2
S12000028,2012,Shopping,21.7
S12000029,2012,Shopping,25.1
S12000030,2012,Shopping,25
S12000033,2012,Shopping,20.6
S12000034,2012,Shopping,26.1
S12000035,2012,Shopping,22.1
S12000036,2012,Shopping,23
S12000038,2012,Shopping,16.3
S12000039,2012,Shopping,32.4
S12000040,2012,Shopping,19.3
S12000041,2012,Shopping,20.6
S12000042,2012,Shopping,24.2
S12000045,2012,Shopping,18
S12000047,2012,Shopping,22.5
S12000048,2012,Shopping,21.5
S92000003,2012,Shopping,23.1
S12000005,2014,Shopping,23.9
S12000006,2014,Shopping,25.9
S12000008,2014,Shopping,24.9
S12000010,2014,Shopping,24.1
S12000011,2014,Shopping,24.9
S12000013,2014,Shopping,16.9
S12000014,2014,Shopping,23.9
S12000017,2014,Shopping,18.4
S12000018,2014,Shopping,28.9
S12000019,2014,Shopping,30
S12000020,2014,Shopping,21.6
S12000021,2014,Shopping,24
S12000023,2014,Shopping,14.7
S12000026,2014,Shopping,19.5
S12000027,2014,Shopping,15.9
S12000028,2014,Shopping,21.9
S12000029,2014,Shopping,24
S12000030,2014,Shopping,20.8
S12000033,2014,Shopping,21
S12000034,2014,Shopping,17.7
S12000035,2014,Shopping,19
S12000036,2014,Shopping,24
S12000038,2014,Shopping,17.8
S12000039,2014,Shopping,27.1
S12000040,2014,Shopping,24.4
S12000041,2014,Shopping,25.2
S12000042,2014,Shopping,21.1
S12000045,2014,Shopping,20.6
S12000047,2014,Shopping,20.9
S12000048,2014,Shopping,21.1
S92000003,2014,Shopping,22.6
S12000005,2015,Shopping,19.3
S12000006,2015,Shopping,26.5
S12000008,2015,Shopping,23.1
S12000010,2015,Shopping,24.8
S12000011,2015,Shopping,21.6
S12000013,2015,Shopping,19.5
S12000014,2015,Shopping,22.3
S12000017,2015,Shopping,19.9
S12000018,2015,Shopping,24.9
S12000019,2015,Shopping,21.5
S12000020,2015,Shopping,19.8
S12000021,2015,Shopping,31.8
S12000023,2015,Shopping,18.9
S12000026,2015,Shopping,20
S12000027,2015,Shopping,16
S12000028,2015,Shopping,19.6
S12000029,2015,Shopping,27.3
S12000030,2015,Shopping,19.3
S12000033,2015,Shopping,19.9
S12000034,2015,Shopping,23.4
S12000035,2015,Shopping,25.4
S12000036,2015,Shopping,26.4
S12000038,2015,Shopping,23.4
S12000039,2015,Shopping,26.9
S12000040,2015,Shopping,28.4
S12000041,2015,Shopping,24.6
S12000042,2015,Shopping,20.8
S12000045,2015,Shopping,26.9
S12000047,2015,Shopping,24.2
S12000048,2015,Shopping,16.2
S92000003,2015,Shopping,23.8
S12000005,2016,Shopping,26.4
S12000006,2016,Shopping,29.2
S12000008,2016,Shopping,25.7
S12000010,2016,Shopping,23.5
S12000011,2016,Shopping,26
S12000013,2016,Shopping,17.6
S12000014,2016,Shopping,25.1
S12000017,2016,Shopping,19.1
S12000018,2016,Shopping,22.1
S12000019,2016,Shopping,23.9
S12000020,2016,Shopping,20.9
S12000021,2016,Shopping,32.4
S12000023,2016,Shopping,18.8
S12000026,2016,Shopping,26.6
S12000027,2016,Shopping,18.6
S12000028,2016,Shopping,19.8
S12000029,2016,Shopping,20.1
S12000030,2016,Shopping,23
S12000033,2016,Shopping,21.3
S12000034,2016,Shopping,16.5
S12000035,2016,Shopping,21.9
S12000036,2016,Shopping,26.3
S12000038,2016,Shopping,20.5
S12000039,2016,Shopping,22.9
S12000040,2016,Shopping,28.8
S12000041,2016,Shopping,20.6
S12000042,2016,Shopping,23.8
S12000045,2016,Shopping,24
S12000047,2016,Shopping,22.6
S12000048,2016,Shopping,29.8
S92000003,2016,Shopping,23.4
S12000005,2017,Shopping,22.3
S12000006,2017,Shopping,32.9
S12000008,2017,Shopping,21
S12000010,2017,Shopping,21.9
S12000011,2017,Shopping,20.5
S12000013,2017,Shopping,17
S12000014,2017,Shopping,22.9
S12000017,2017,Shopping,22.8
S12000018,2017,Shopping,21.1
S12000019,2017,Shopping,32.4
S12000020,2017,Shopping,20.9
S12000021,2017,Shopping,35.1
S12000023,2017,Shopping,22.5
S12000026,2017,Shopping,22.3
S12000027,2017,Shopping,19.9
S12000028,2017,Shopping,25
S12000029,2017,Shopping,21.5
S12000030,2017,Shopping,14.8
S12000033,2017,Shopping,22.1
S12000034,2017,Shopping,19.4
S12000035,2017,Shopping,28.2
S12000036,2017,Shopping,24.1
S12000038,2017,Shopping,22.4
S12000039,2017,Shopping,26.4
S12000040,2017,Shopping,18.5
S12000041,2017,Shopping,20.7
S12000042,2017,Shopping,24.2
S12000045,2017,Shopping,22.7
S12000047,2017,Shopping,20.7
S12000048,2017,Shopping,22.5
S92000003,2017,Shopping,23.3
S12000005,2018,Shopping,30
S12000006,2018,Shopping,26
S12000008,2018,Shopping,27
S12000010,2018,Shopping,21
S12000011,2018,Shopping,26
S12000013,2018,Shopping,19
S12000014,2018,Shopping,28
S12000017,2018,Shopping,19
S12000018,2018,Shopping,25
S12000019,2018,Shopping,28
S12000020,2018,Shopping,23
S12000021,2018,Shopping,31
S12000023,2018,Shopping,18
S12000026,2018,Shopping,24
S12000027,2018,Shopping,17
S12000028,2018,Shopping,27
S12000029,2018,Shopping,23
S12000030,2018,Shopping,15
S12000033,2018,Shopping,21
S12000034,2018,Shopping,19
S12000035,2018,Shopping,17
S12000036,2018,Shopping,19
S12000038,2018,Shopping,25
S12000039,2018,Shopping,25
S12000040,2018,Shopping,30
S12000041,2018,Shopping,20
S12000042,2018,Shopping,26
S12000045,2018,Shopping,25
S12000047,2018,Shopping,19
S12000048,2018,Shopping,26
S92000003,2018,Shopping,23
S12000005,2019,Shopping,24
S12000006,2019,Shopping,24
S12000008,2019,Shopping,29
S12000010,2019,Shopping,28
S12000011,2019,Shopping,21
S12000013,2019,Shopping,13
S12000014,2019,Shopping,19
S12000017,2019,Shopping,20
S12000018,2019,Shopping,25
S12000019,2019,Shopping,29
S12000020,2019,Shopping,13
S12000021,2019,Shopping,26
S12000023,2019,Shopping,23
S12000026,2019,Shopping,22
S12000027,2019,Shopping,19
S12000028,2019,Shopping,25
S12000029,2019,Shopping,26
S12000030,2019,Shopping,24
S12000033,2019,Shopping,18
S12000034,2019,Shopping,19
S12000035,2019,Shopping,24
S12000036,2019,Shopping,25
S12000038,2019,Shopping,30
S12000039,2019,Shopping,21
S12000040,2019,Shopping,20
S12000041,2019,Shopping,19
S12000042,2019,Shopping,28
S12000045,2019,Shopping,25
S12000047,2019,Shopping,25
S12000048,2019,Shopping,20
S92000003,2019,Shopping,23.6
S12000050,2005,Shopping,24
S12000049,2005,Shopping,22
S12000050,2006,Shopping,NA
S12000049,2006,Shopping,NA
S12000050,2007,Shopping,24.4
S12000049,2007,Shopping,25.7
S12000050,2008,Shopping,NA
S12000049,2008,Shopping,NA
S12000050,2009,Shopping,24.2
S12000049,2009,Shopping,25.8
S12000050,2010,Shopping,NA
S12000049,2010,Shopping,NA
S12000050,2011,Shopping,NA
S12000049,2011,Shopping,NA
S12000050,2012,Shopping,23.2
S12000049,2012,Shopping,23.6
S12000050,2014,Shopping,26.8
S12000049,2014,Shopping,23.5
S12000050,2015,Shopping,22.2
S12000049,2015,Shopping,27.1
S12000050,2016,Shopping,24.1
S12000049,2016,Shopping,23.6
S12000050,2017,Shopping,26.5
S12000049,2017,Shopping,25.2
S12000050,2018,Shopping,20
S12000049,2018,Shopping,25
S12000050,2019,Shopping,30
S12000049,2019,Shopping,23
S12000005,2005,Work_Train,3.1
S12000006,2005,Work_Train,0
S12000008,2005,Work_Train,3.2
S12000010,2005,Work_Train,6
S12000011,2005,Work_Train,8.4
S12000013,2005,Work_Train,0
S12000014,2005,Work_Train,6.5
S12000017,2005,Work_Train,1.3
S12000018,2005,Work_Train,9.5
S12000019,2005,Work_Train,0
S12000020,2005,Work_Train,0.5
S12000021,2005,Work_Train,5.8
S12000023,2005,Work_Train,0
S12000026,2005,Work_Train,0
S12000027,2005,Work_Train,0
S12000028,2005,Work_Train,5.5
S12000029,2005,Work_Train,4.7
S12000030,2005,Work_Train,5.6
S12000033,2005,Work_Train,1
S12000034,2005,Work_Train,0.7
S12000035,2005,Work_Train,3.5
S12000036,2005,Work_Train,2
S12000038,2005,Work_Train,5.2
S12000039,2005,Work_Train,5.9
S12000040,2005,Work_Train,5.9
S12000041,2005,Work_Train,1.6
S12000042,2005,Work_Train,0.2
S12000045,2005,Work_Train,8.6
S12000047,2005,Work_Train,3
S12000048,2005,Work_Train,0.2
S12000005,2006,Work_Train,NA
S12000006,2006,Work_Train,NA
S12000008,2006,Work_Train,NA
S12000010,2006,Work_Train,NA
S12000011,2006,Work_Train,NA
S12000013,2006,Work_Train,NA
S12000014,2006,Work_Train,NA
S12000017,2006,Work_Train,NA
S12000018,2006,Work_Train,NA
S12000019,2006,Work_Train,NA
S12000020,2006,Work_Train,NA
S12000021,2006,Work_Train,NA
S12000023,2006,Work_Train,NA
S12000026,2006,Work_Train,NA
S12000027,2006,Work_Train,NA
S12000028,2006,Work_Train,NA
S12000029,2006,Work_Train,NA
S12000030,2006,Work_Train,NA
S12000033,2006,Work_Train,NA
S12000034,2006,Work_Train,NA
S12000035,2006,Work_Train,NA
S12000036,2006,Work_Train,NA
S12000038,2006,Work_Train,NA
S12000039,2006,Work_Train,NA
S12000040,2006,Work_Train,NA
S12000041,2006,Work_Train,NA
S12000042,2006,Work_Train,NA
S12000045,2006,Work_Train,NA
S12000047,2006,Work_Train,NA
S12000048,2006,Work_Train,NA
S12000005,2007,Work_Train,3.2
S12000006,2007,Work_Train,0.5
S12000008,2007,Work_Train,2.7
S12000010,2007,Work_Train,7.3
S12000011,2007,Work_Train,7.2
S12000013,2007,Work_Train,0
S12000014,2007,Work_Train,7.4
S12000017,2007,Work_Train,1
S12000018,2007,Work_Train,3.1
S12000019,2007,Work_Train,0.4
S12000020,2007,Work_Train,1
S12000021,2007,Work_Train,4.8
S12000023,2007,Work_Train,0
S12000026,2007,Work_Train,0
S12000027,2007,Work_Train,0.7
S12000028,2007,Work_Train,5.1
S12000029,2007,Work_Train,4.8
S12000030,2007,Work_Train,5.8
S12000033,2007,Work_Train,0.3
S12000034,2007,Work_Train,0.4
S12000035,2007,Work_Train,2.3
S12000036,2007,Work_Train,2.3
S12000038,2007,Work_Train,5
S12000039,2007,Work_Train,6.7
S12000040,2007,Work_Train,5.3
S12000041,2007,Work_Train,1.7
S12000042,2007,Work_Train,0.7
S12000045,2007,Work_Train,8
S12000047,2007,Work_Train,2.8
S12000048,2007,Work_Train,1
S92000003,2007,Work_Train,3.5
S12000005,2008,Work_Train,NA
S12000006,2008,Work_Train,NA
S12000008,2008,Work_Train,NA
S12000010,2008,Work_Train,NA
S12000011,2008,Work_Train,NA
S12000013,2008,Work_Train,NA
S12000014,2008,Work_Train,NA
S12000017,2008,Work_Train,NA
S12000018,2008,Work_Train,NA
S12000019,2008,Work_Train,NA
S12000020,2008,Work_Train,NA
S12000021,2008,Work_Train,NA
S12000023,2008,Work_Train,NA
S12000026,2008,Work_Train,NA
S12000027,2008,Work_Train,NA
S12000028,2008,Work_Train,NA
S12000029,2008,Work_Train,NA
S12000030,2008,Work_Train,NA
S12000033,2008,Work_Train,NA
S12000034,2008,Work_Train,NA
S12000035,2008,Work_Train,NA
S12000036,2008,Work_Train,NA
S12000038,2008,Work_Train,NA
S12000039,2008,Work_Train,NA
S12000040,2008,Work_Train,NA
S12000041,2008,Work_Train,NA
S12000042,2008,Work_Train,NA
S12000045,2008,Work_Train,NA
S12000047,2008,Work_Train,NA
S12000048,2008,Work_Train,NA
S92000003,2008,Work_Train,4.3
S12000005,2009,Work_Train,0.3
S12000006,2009,Work_Train,0.5
S12000008,2009,Work_Train,1.8
S12000010,2009,Work_Train,7.3
S12000011,2009,Work_Train,9.8
S12000013,2009,Work_Train,0
S12000014,2009,Work_Train,6.3
S12000017,2009,Work_Train,1
S12000018,2009,Work_Train,2.3
S12000019,2009,Work_Train,0
S12000020,2009,Work_Train,1.5
S12000021,2009,Work_Train,5.1
S12000023,2009,Work_Train,0
S12000026,2009,Work_Train,0.5
S12000027,2009,Work_Train,0
S12000028,2009,Work_Train,3.8
S12000029,2009,Work_Train,4.2
S12000030,2009,Work_Train,7.7
S12000033,2009,Work_Train,0.2
S12000034,2009,Work_Train,1.6
S12000035,2009,Work_Train,5.4
S12000036,2009,Work_Train,1.8
S12000038,2009,Work_Train,6.5
S12000039,2009,Work_Train,8.6
S12000040,2009,Work_Train,1.3
S12000041,2009,Work_Train,0.5
S12000042,2009,Work_Train,0
S12000045,2009,Work_Train,14.7
S12000047,2009,Work_Train,2.6
S12000048,2009,Work_Train,2.1
S92000003,2009,Work_Train,3.7
S12000005,2010,Work_Train,NA
S12000006,2010,Work_Train,NA
S12000008,2010,Work_Train,NA
S12000010,2010,Work_Train,NA
S12000011,2010,Work_Train,NA
S12000013,2010,Work_Train,NA
S12000014,2010,Work_Train,NA
S12000017,2010,Work_Train,NA
S12000018,2010,Work_Train,NA
S12000019,2010,Work_Train,NA
S12000020,2010,Work_Train,NA
S12000021,2010,Work_Train,NA
S12000023,2010,Work_Train,NA
S12000026,2010,Work_Train,NA
S12000027,2010,Work_Train,NA
S12000028,2010,Work_Train,NA
S12000029,2010,Work_Train,NA
S12000030,2010,Work_Train,NA
S12000033,2010,Work_Train,NA
S12000034,2010,Work_Train,NA
S12000035,2010,Work_Train,NA
S12000036,2010,Work_Train,NA
S12000038,2010,Work_Train,NA
S12000039,2010,Work_Train,NA
S12000040,2010,Work_Train,NA
S12000041,2010,Work_Train,NA
S12000042,2010,Work_Train,NA
S12000045,2010,Work_Train,NA
S12000047,2010,Work_Train,NA
S12000048,2010,Work_Train,NA
S92000003,2010,Work_Train,3.6
S12000005,2011,Work_Train,NA
S12000006,2011,Work_Train,NA
S12000008,2011,Work_Train,NA
S12000010,2011,Work_Train,NA
S12000011,2011,Work_Train,NA
S12000013,2011,Work_Train,NA
S12000014,2011,Work_Train,NA
S12000017,2011,Work_Train,NA
S12000018,2011,Work_Train,NA
S12000019,2011,Work_Train,NA
S12000020,2011,Work_Train,NA
