FeatureCode,DateCode,Measurement,Units,Value,Indicator (road network traffic)
S12000005,2015,Ratio,Driver Journeys,6.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000005,2006,Ratio,Percent Of Roads,54,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2013,Ratio,Percent Of Roads,46.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2015,Ratio,Percent Of Roads,46.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2016,Ratio,Driver Journeys,3.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000026,2017,Ratio,Driver Journeys,4.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000026,2008,Ratio,Percent Of Roads,37.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2011,Ratio,Percent Of Roads,40.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2012,Ratio,Percent Of Roads,41.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2009,Ratio,Percent Of Roads,38.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2019,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000026,2009,Ratio,Driver Journeys,5.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000026,2006,Ratio,Percent Of Roads,56,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2005,Ratio,Driver Journeys,5.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000026,2015,Ratio,Driver Journeys,4.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000026,2019,Ratio,Percent Of Roads,45.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2003,Ratio,Driver Journeys,7.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000026,2014,Ratio,Percent Of Roads,46.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000027,2015,Ratio,Percent Of Roads,38.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000027,2012,Ratio,Driver Journeys,0.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000027,2008,Ratio,Percent Of Roads,38.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000027,2006,Ratio,Percent Of Roads,39,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000027,2009,Ratio,Driver Journeys,2.47,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000027,2016,Ratio,Percent Of Roads,37.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000027,2007,Ratio,Driver Journeys,2.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000027,2019,Ratio,Driver Journeys,2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000027,2017,Ratio,Driver Journeys,2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000027,2016,Ratio,Driver Journeys,2.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000027,2019,Ratio,Percent Of Roads,35.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000027,2007,Ratio,Percent Of Roads,40,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000027,2012,Ratio,Percent Of Roads,42.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000027,2015,Ratio,Driver Journeys,2.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000027,2011,Ratio,Percent Of Roads,43.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000027,2009,Ratio,Percent Of Roads,39.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000023,2015,Ratio,Driver Journeys,0.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2012,Ratio,Driver Journeys,0.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2007,Ratio,Driver Journeys,5.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2017,Ratio,Driver Journeys,0.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2006,Ratio,Percent Of Roads,42,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000023,2013,Ratio,Percent Of Roads,20.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000023,2014,Ratio,Percent Of Roads,20.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000023,2007,Ratio,Percent Of Roads,25,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000023,2014,Ratio,Driver Journeys,0.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2009,Ratio,Driver Journeys,3.33,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2013,Ratio,Driver Journeys,0,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2016,Ratio,Driver Journeys,1.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2019,Ratio,Driver Journeys,0,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2018,Ratio,Driver Journeys,1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2005,Ratio,Driver Journeys,1.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2003,Ratio,Driver Journeys,2.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000026,2013,Ratio,Driver Journeys,4.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000026,2018,Ratio,Driver Journeys,7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000026,2016,Ratio,Percent Of Roads,46.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2018,Ratio,Percent Of Roads,45.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2007,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000026,2007,Ratio,Percent Of Roads,41,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2017,Ratio,Percent Of Roads,48.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2012,Ratio,Driver Journeys,2.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2015,Ratio,Percent Of Roads,21.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000023,2008,Ratio,Percent Of Roads,19.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000023,2012,Ratio,Percent Of Roads,20.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000023,2011,Ratio,Percent Of Roads,21.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000023,2016,Ratio,Percent Of Roads,21.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000026,2014,Ratio,Driver Journeys,4.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2009,Ratio,Percent Of Roads,27.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2006,Ratio,Percent Of Roads,51,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2016,Ratio,Driver Journeys,18.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000029,2007,Ratio,Percent Of Roads,39,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2019,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000029,2017,Ratio,Percent Of Roads,31.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2015,Ratio,Driver Journeys,21.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000029,2019,Ratio,Percent Of Roads,30.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2013,Ratio,Driver Journeys,7.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000028,2011,Ratio,Percent Of Roads,46.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2018,Ratio,Percent Of Roads,31.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000028,2009,Ratio,Driver Journeys,6.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000028,2018,Ratio,Driver Journeys,6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000029,2015,Ratio,Percent Of Roads,33.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2014,Ratio,Percent Of Roads,42.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2017,Ratio,Driver Journeys,19.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000029,2016,Ratio,Percent Of Roads,33.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2013,Ratio,Percent Of Roads,42.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2012,Ratio,Driver Journeys,13.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000029,2012,Ratio,Percent Of Roads,36.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2008,Ratio,Percent Of Roads,37.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000030,2017,Ratio,Percent Of Roads,42.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000030,2019,Ratio,Percent Of Roads,41.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2007,Ratio,Driver Journeys,15.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000030,2012,Ratio,Percent Of Roads,40.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2003,Ratio,Driver Journeys,12,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000029,2011,Ratio,Percent Of Roads,37.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2014,Ratio,Driver Journeys,14.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000029,2009,Ratio,Percent Of Roads,37.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000029,2005,Ratio,Driver Journeys,15.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000029,2018,Ratio,Driver Journeys,17,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000029,2009,Ratio,Driver Journeys,11.47,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000028,2013,Ratio,Driver Journeys,6.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000028,2003,Ratio,Driver Journeys,14.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000027,2014,Ratio,Driver Journeys,0.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000028,2008,Ratio,Percent Of Roads,42.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000028,2019,Ratio,Driver Journeys,6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000028,2009,Ratio,Percent Of Roads,42.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000028,2016,Ratio,Driver Journeys,4.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000028,2018,Ratio,Percent Of Roads,41.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000027,2014,Ratio,Percent Of Roads,35.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000027,2018,Ratio,Driver Journeys,2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000027,2005,Ratio,Driver Journeys,0.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000027,2003,Ratio,Driver Journeys,2.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000027,2013,Ratio,Percent Of Roads,35.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000027,2013,Ratio,Driver Journeys,0.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000027,2017,Ratio,Percent Of Roads,35.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000027,2018,Ratio,Percent Of Roads,36.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000028,2016,Ratio,Percent Of Roads,42.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000028,2019,Ratio,Percent Of Roads,40.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000028,2014,Ratio,Driver Journeys,7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000028,2015,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000028,2012,Ratio,Driver Journeys,5.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000028,2007,Ratio,Percent Of Roads,45,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000028,2014,Ratio,Percent Of Roads,41.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000028,2006,Ratio,Percent Of Roads,61,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000028,2007,Ratio,Driver Journeys,8.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000028,2012,Ratio,Percent Of Roads,44.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000028,2015,Ratio,Percent Of Roads,44.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000028,2017,Ratio,Driver Journeys,6.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000028,2017,Ratio,Percent Of Roads,41,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000028,2005,Ratio,Driver Journeys,7.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000028,2013,Ratio,Percent Of Roads,41.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000018,2012,Ratio,Driver Journeys,8.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000018,2018,Ratio,Percent Of Roads,37.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000018,2015,Ratio,Percent Of Roads,43.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000018,2003,Ratio,Driver Journeys,13.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000018,2017,Ratio,Driver Journeys,12.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000019,2014,Ratio,Percent Of Roads,31.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000018,2013,Ratio,Driver Journeys,3.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000018,2015,Ratio,Driver Journeys,13.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000018,2009,Ratio,Percent Of Roads,44.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000018,2013,Ratio,Percent Of Roads,49.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000018,2006,Ratio,Percent Of Roads,57,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000018,2011,Ratio,Percent Of Roads,47.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000018,2009,Ratio,Driver Journeys,13.97,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000018,2014,Ratio,Driver Journeys,7.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000018,2008,Ratio,Percent Of Roads,42.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000018,2019,Ratio,Driver Journeys,12,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000019,2008,Ratio,Percent Of Roads,35.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000019,2009,Ratio,Percent Of Roads,32.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000019,2007,Ratio,Percent Of Roads,40,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000019,2016,Ratio,Percent Of Roads,31.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000019,2006,Ratio,Percent Of Roads,41,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000019,2014,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000019,2009,Ratio,Driver Journeys,5.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000019,2012,Ratio,Driver Journeys,9.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000019,2018,Ratio,Percent Of Roads,35.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000019,2012,Ratio,Percent Of Roads,32.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000019,2013,Ratio,Driver Journeys,8.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000019,2011,Ratio,Percent Of Roads,31.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000019,2013,Ratio,Percent Of Roads,31.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000019,2003,Ratio,Driver Journeys,16.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000019,2015,Ratio,Percent Of Roads,31.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2019,Ratio,Percent Of Roads,37.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2014,Ratio,Driver Journeys,10.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000017,2009,Ratio,Percent Of Roads,33.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2011,Ratio,Percent Of Roads,31.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2008,Ratio,Percent Of Roads,34.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2013,Ratio,Percent Of Roads,35.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2012,Ratio,Percent Of Roads,33.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2016,Ratio,Percent Of Roads,38.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2017,Ratio,Driver Journeys,7.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000017,2015,Ratio,Percent Of Roads,39.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2015,Ratio,Driver Journeys,9.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000017,2007,Ratio,Driver Journeys,8.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000017,2014,Ratio,Percent Of Roads,35.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2019,Ratio,Driver Journeys,10,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000017,2018,Ratio,Percent Of Roads,38.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2018,Ratio,Driver Journeys,8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000018,2019,Ratio,Percent Of Roads,37.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000018,2016,Ratio,Driver Journeys,11.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000018,2005,Ratio,Driver Journeys,9.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000018,2017,Ratio,Percent Of Roads,37.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000018,2012,Ratio,Percent Of Roads,49,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000018,2014,Ratio,Percent Of Roads,49.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000018,2018,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000018,2007,Ratio,Percent Of Roads,45,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2007,Ratio,Percent Of Roads,39,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2003,Ratio,Driver Journeys,6.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000017,2006,Ratio,Percent Of Roads,39,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2016,Ratio,Driver Journeys,5.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000018,2007,Ratio,Driver Journeys,12.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000018,2016,Ratio,Percent Of Roads,40.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2017,Ratio,Percent Of Roads,38.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2017,Ratio,Driver Journeys,8.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000021,2015,Ratio,Driver Journeys,8.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000021,2007,Ratio,Percent Of Roads,41,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2017,Ratio,Percent Of Roads,39.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2009,Ratio,Driver Journeys,8.38,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000021,2012,Ratio,Driver Journeys,9.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000021,2009,Ratio,Percent Of Roads,40,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2018,Ratio,Percent Of Roads,38.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000020,2003,Ratio,Driver Journeys,7.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000021,2008,Ratio,Percent Of Roads,37.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000020,2007,Ratio,Driver Journeys,13.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000020,2012,Ratio,Driver Journeys,5.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000021,2006,Ratio,Percent Of Roads,50,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2019,Ratio,Percent Of Roads,37.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2012,Ratio,Percent Of Roads,42.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2011,Ratio,Percent Of Roads,43.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2013,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000021,2014,Ratio,Driver Journeys,6.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000021,2013,Ratio,Percent Of Roads,40.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2003,Ratio,Driver Journeys,12.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2018,Ratio,Percent Of Roads,20.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000023,2017,Ratio,Percent Of Roads,19.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2019,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000023,2019,Ratio,Percent Of Roads,21.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2015,Ratio,Percent Of Roads,37.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2005,Ratio,Driver Journeys,5.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000021,2016,Ratio,Percent Of Roads,38.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2007,Ratio,Driver Journeys,10.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000021,2014,Ratio,Percent Of Roads,40.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000021,2018,Ratio,Driver Journeys,8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000021,2016,Ratio,Driver Journeys,11.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000020,2019,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000020,2011,Ratio,Percent Of Roads,26.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000019,2019,Ratio,Percent Of Roads,35,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000020,2015,Ratio,Driver Journeys,9.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000020,2012,Ratio,Percent Of Roads,26.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000020,2018,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000020,2008,Ratio,Percent Of Roads,22.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000020,2009,Ratio,Percent Of Roads,24.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000019,2018,Ratio,Driver Journeys,14,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000019,2005,Ratio,Driver Journeys,14.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000019,2017,Ratio,Driver Journeys,12.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000019,2017,Ratio,Percent Of Roads,32.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000019,2016,Ratio,Driver Journeys,10.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000019,2015,Ratio,Driver Journeys,10.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000019,2007,Ratio,Driver Journeys,18,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000019,2019,Ratio,Driver Journeys,17,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000020,2015,Ratio,Percent Of Roads,27.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000020,2018,Ratio,Percent Of Roads,29.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000020,2019,Ratio,Percent Of Roads,30.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000020,2005,Ratio,Driver Journeys,11.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000020,2017,Ratio,Driver Journeys,8.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000020,2009,Ratio,Driver Journeys,9.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000020,2017,Ratio,Percent Of Roads,28,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000020,2013,Ratio,Driver Journeys,7.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000020,2016,Ratio,Percent Of Roads,26.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000020,2007,Ratio,Percent Of Roads,28,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
